value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
0.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271319
8.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271519
7.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271619
0.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271318
9.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271418
12.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271518
5.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271618
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271317
4.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271417
4.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271517
4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271617
7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271316
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271416
14.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271516
7.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271616
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271315
6.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271415
14.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271515
8.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,271615
50.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281320
36.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281420
71,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281319
45.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281519
38,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281619
4.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281318
26.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281418
8.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281518
6.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281618
35.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281317
0.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281417
4.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281517
6.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281617
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281316
2.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281416
3.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281516
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281616
8.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281315
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281415
2.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281515
2.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,281615
3.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291320
1.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291420
2.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291319
7.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291519
5.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291619
77.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291318
13.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291418
16.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291518
10,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291618
15.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291317
8.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291417
36,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291517
14.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291617
7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291316
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291416
7.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291516
12.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291616
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291315
6.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291415
11.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291515
6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,291615
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301320
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301420
                 (Z),TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301319
10,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301519
1.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301619
                 (Z),TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301318
4.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301418
18.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301518
13,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301618
15.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301317
4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301417
6.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301517
4.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301617
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301316
7.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301416
8.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301516
39.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301616
0.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301315
0.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301415
16.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301515
19.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,301615
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311320
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311420
1.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311319
2.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311519
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311619
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311318
1.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311418
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311518
0.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311618
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311317
38.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311417
6.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311517
3.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311617
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311316
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311416
1.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311516
1.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311616
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311315
6.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311415
10.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311515
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,311615
2.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341320
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341420
4.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341319
2.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341519
0.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341619
1.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341318
3.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341418
5.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341518
3.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341618
0.7,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341317
5.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341417
2.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341517
6.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341617
1.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341316
0.9,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341416
7.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341516
11.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341616
13.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341315
3.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341415
1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341515
2.2,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,341615
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351320
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351420
1.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351319
29.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351519
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351619
0.5,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351318
0.1,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351418
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351518
0.8,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351618
0,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351317
0.6,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351417
3.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351517
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351617
0.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351316
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351416
55.4,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351516
0.3,TOTAL,PCT OF COLONIES,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",INVENTORY,351616
